SKU,Title,ShortDescription,LongDescription,Price,Stock,Category_ID,Brand,Weight,Height,Width,Length,Condition,Warranty,Photos,Attributes
13-2,Combo Médio - 50 Capas Capa Moto E13 - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
13-3,Combo Grande - 500 Capas Capa Moto E13 - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
14,Combo Pequeno - 5 Capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
14-2,Combo Médio - 50 Capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
14-3,Combo Grande - 500 Capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
15,Combo Pequeno - 5 Capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
15-2,Combo Médio - 50 Capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
15-3,Combo Grande - 500 Capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
16,Combo Pequeno - 5 Capas Xiaomi Poco X5 5G - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
16-2,Combo Médio - 50 Capas Xiaomi Poco X5 5G - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
16-3,Combo Grande - 500 Capas Xiaomi Poco X5 5G - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
17,Combo Pequeno - 5 Capas Xiaomi Redmi Note 11 - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
17-2,Combo Médio - 50 Capas Xiaomi Redmi Note 11 - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
17-3,Combo Grande - 500 Capas Xiaomi Redmi Note 11 - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
18,Combo Pequeno - 5 Capas Xiaomi MI 13 Pro - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
18-2,Combo Médio - 50 Capas Xiaomi MI 13 Pro - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
18-3,Combo Grande - 500 Capas Xiaomi MI 13 Pro - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
19,Combo Pequeno - 5 Capas nan - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 0 unidades.",30,0,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
19-2,Combo Médio - 50 Capas nan - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 0 unidades.",210,0,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
19-3,Combo Grande - 500 Capas nan - AG-GLASS (Silicone + Vidro Cerâmico),"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 0 unidades.",1500,0,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
1-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
1-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
1-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
2-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
2-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
2-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
3-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
3-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
3-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A10S - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
4-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A14 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
4-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A14 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
4-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A14 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
5-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A20 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
5-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A20 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
5-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A20 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
6-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A20 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
